Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDT55,13.6,Regular,0.043618827,Foods,156.7946,OUT013,1987,High,Tier 3,Supermarket Type1,2840.3028
FDW21,5.34,Regular,0.005963881,Foods,99.5358,OUT046,1997,Small,Tier 1,Supermarket Type1,1407.5012
FDP07,18.2,Low Fat,0.08982696,Foods,197.111,OUT013,1987,High,Tier 3,Supermarket Type1,589.2330000000001
NCZ17,12.15,Non-Edible,0.079431643,Non-Consumable,38.6506,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626
NCV41,14.35,Non-Edible,0.017135155,Non-Consumable,109.8228,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1657.842
FDP60,17.35,Low Fat,0.056005781,Foods,99.2016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.024
FDG58,10.695,Regular,0.145253944,Foods,156.8972,OUT010,1998,Unknown,Tier 3,Grocery Store,467.3916
FDI60,7.22,Regular,0.03838080000000001,Foods,62.351000000000006,OUT049,1999,Medium,Tier 1,Supermarket Type1,885.5139999999999
FDI20,19.1,Low Fat,0.03856376,Foods,209.2586,OUT046,1997,Small,Tier 1,Supermarket Type1,3165.8790000000004
DRC13,8.26,Regular,0.032625074,Drinks,124.67299999999999,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1847.595
DRA24,12.857645184136183,Regular,0.069909188,Drinks,163.2868,OUT019,1985,Small,Tier 1,Grocery Store,491.3604
FDW52,14.0,Regular,0.037491314,Foods,164.2526,OUT013,1987,High,Tier 3,Supermarket Type1,1808.9786
FDN38,6.615,Regular,0.09234651,Foods,251.8408,OUT018,2009,Medium,Tier 3,Supermarket Type2,4506.1344
DRI49,14.15,Low Fat,0.183879453,Drinks,82.9276,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1705.7796
FDW26,11.8,Regular,0.107274301,Foods,221.1772,OUT045,2002,Unknown,Tier 2,Supermarket Type1,3113.2808
FDA28,12.857645184136183,Regular,0.047570401,Foods,125.7362,OUT027,1985,Medium,Tier 3,Supermarket Type3,3020.0688
FDZ52,19.2,Low Fat,0.10064058699999999,Foods,112.6886,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1779.0176
FDU39,18.85,Low Fat,0.036111038,Foods,58.1562,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1185.124
FDR25,17.0,Regular,0.140090284,Foods,265.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,6359.7216
FDM44,12.5,Low Fat,0.031225303,Foods,102.899,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2167.179
FDA50,12.857645184136183,Low Fat,0.086752988,Foods,98.141,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.7379999999998
FDJ38,8.6,Regular,0.040369315,Foods,189.753,OUT018,2009,Medium,Tier 3,Supermarket Type2,2846.295
DRM47,9.3,Low Fat,0.043777415,Drinks,192.9846,OUT035,2004,Small,Tier 2,Supermarket Type1,6114.7072
NCO05,7.27,Non-Edible,0.046631835999999996,Non-Consumable,98.4384,OUT049,1999,Medium,Tier 1,Supermarket Type1,1576.6144
FDU21,11.8,Regular,0.076839735,Foods,34.9558,OUT049,1999,Medium,Tier 1,Supermarket Type1,373.5138
FDF32,16.35,Low Fat,0.06613202877895127,Foods,198.5426,OUT046,1997,Small,Tier 1,Supermarket Type1,1384.1982
FDM27,12.857645184136183,Regular,0.277459381,Foods,156.3946,OUT019,1985,Small,Tier 1,Grocery Store,473.3838
FDL33,12.857645184136183,Low Fat,0.099478451,Foods,194.4452,OUT027,1985,Medium,Tier 3,Supermarket Type3,4697.8848
FDO60,20.0,Low Fat,0.034369527999999996,Foods,43.7086,OUT046,1997,Small,Tier 1,Supermarket Type1,892.172
NCJ30,5.82,Non-Edible,0.06613202877895127,Non-Consumable,169.37900000000002,OUT013,1987,High,Tier 3,Supermarket Type1,2376.906
NCI42,18.75,Non-Edible,0.01035692,Non-Consumable,208.3954,OUT013,1987,High,Tier 3,Supermarket Type1,2709.1402
FDU37,9.5,Regular,0.104488444,Foods,77.896,OUT035,2004,Small,Tier 2,Supermarket Type1,1997.4
FDV08,12.857645184136183,Low Fat,0.028456456,Foods,43.5454,OUT027,1985,Medium,Tier 3,Supermarket Type3,755.0172
NCA29,10.5,Non-Edible,0.027271252000000003,Non-Consumable,171.6106,OUT035,2004,Small,Tier 2,Supermarket Type1,2566.659
FDD16,20.5,Low Fat,0.036346223999999996,Foods,72.9696,OUT035,2004,Small,Tier 2,Supermarket Type1,596.5568
FDB35,12.3,Regular,0.06498448700000001,Foods,92.5804,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2297.01
FDS31,13.1,Regular,0.044372392999999996,Foods,180.3318,OUT018,2009,Medium,Tier 3,Supermarket Type2,2886.9088
NCA53,11.395,Non-Edible,0.009934335,Non-Consumable,47.2034,OUT017,2007,Unknown,Tier 2,Supermarket Type1,340.2238
NCD19,8.93,Non-Edible,0.013253936000000001,Non-Consumable,56.4614,OUT017,2007,Unknown,Tier 2,Supermarket Type1,828.921
FDP07,18.2,Low Fat,0.089884775,Foods,195.111,OUT035,2004,Small,Tier 2,Supermarket Type1,3731.809
FDA44,19.7,Low Fat,0.053178425,Foods,55.993,OUT013,1987,High,Tier 3,Supermarket Type1,905.488
FDI14,14.1,Low Fat,0.08966081599999999,Foods,140.0496,OUT035,2004,Small,Tier 2,Supermarket Type1,1411.496
NCE31,7.67,Non-Edible,0.185889129,Non-Consumable,35.4216,OUT017,2007,Unknown,Tier 2,Supermarket Type1,173.108
FDJ14,12.857645184136183,Regular,0.06613202877895127,Foods,78.896,OUT019,1985,Small,Tier 1,Grocery Store,399.48
FDY44,14.15,Regular,0.024503972000000002,Foods,195.111,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.055
FDZ26,11.6,Regular,0.143990173,Foods,239.6222,OUT035,2004,Small,Tier 2,Supermarket Type1,2390.222
FDG26,18.85,Low Fat,0.042891097999999996,Foods,257.633,OUT017,2007,Unknown,Tier 2,Supermarket Type1,5382.993
FDN34,15.6,Regular,0.046023105,Foods,169.2132,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2536.698
DRG11,6.385,Low Fat,0.08417981199999999,Drinks,109.0596,OUT018,2009,Medium,Tier 3,Supermarket Type2,1941.4728
FDH20,16.1,Regular,0.025050746000000002,Foods,97.141,OUT018,2009,Medium,Tier 3,Supermarket Type2,1448.115
FDX09,9.0,Low Fat,0.065515067,Foods,178.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,1058.622
FDS09,12.857645184136183,Regular,0.080695806,Foods,51.3008,OUT027,1985,Medium,Tier 3,Supermarket Type3,759.012
NCJ43,6.635,Non-Edible,0.027222517,Non-Consumable,174.0396,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2093.2752
NCR05,12.857645184136183,Non-Edible,0.054366282,Non-Consumable,199.6084,OUT027,1985,Medium,Tier 3,Supermarket Type3,7142.7024
DRE49,20.75,Low Fat,0.021232317999999997,Drinks,151.1024,OUT013,1987,High,Tier 3,Supermarket Type1,2428.8384
FDZ59,6.63,Regular,0.104183308,Foods,166.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,3828.35
NCH43,8.42,Non-Edible,0.070856383,Non-Consumable,217.4192,OUT018,2009,Medium,Tier 3,Supermarket Type2,431.4384
FDP03,5.15,Regular,0.061272194,Foods,125.6388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1733.7432
DRC01,12.857645184136183,Regular,0.019107027,Drinks,48.4692,OUT027,1985,Medium,Tier 3,Supermarket Type3,1034.6532
FDX28,12.857645184136183,Low Fat,0.06613202877895127,Foods,100.7042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3174.5344
FDI19,15.1,Low Fat,0.052329172,Foods,243.1512,OUT035,2004,Small,Tier 2,Supermarket Type1,4604.6728
FDW15,15.35,Regular,0.055103174000000005,Foods,149.7734,OUT035,2004,Small,Tier 2,Supermarket Type1,2820.9946
NCX18,12.857645184136183,Non-Edible,0.015397128999999999,Non-Consumable,194.91099999999997,OUT019,1985,Small,Tier 1,Grocery Store,196.41099999999997
FDF20,12.85,Low Fat,0.033271817999999995,Foods,196.5768,OUT049,1999,Medium,Tier 1,Supermarket Type1,5715.2272
FDN57,12.857645184136183,Low Fat,0.053971566,Foods,141.2154,OUT027,1985,Medium,Tier 3,Supermarket Type3,3119.9388
NCM06,7.475,Non-Edible,0.075713578,Non-Consumable,156.4656,OUT035,2004,Small,Tier 2,Supermarket Type1,2471.4496
NCV53,8.27,Non-Edible,0.01889024,Non-Consumable,238.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,3835.008
FDO20,12.85,Regular,0.152364317,Foods,254.0382,OUT049,1999,Medium,Tier 1,Supermarket Type1,1261.691
FDV44,8.365,Regular,0.039811272,Foods,191.3188,OUT013,1987,High,Tier 3,Supermarket Type1,2285.0256
FDJ56,8.985,Low Fat,0.183774965,Foods,101.77,OUT045,2002,Unknown,Tier 2,Supermarket Type1,798.96
NCB18,19.6,Non-Edible,0.041283361,Non-Consumable,87.0514,OUT035,2004,Small,Tier 2,Supermarket Type1,2125.2336
FDZ20,16.1,Low Fat,0.057422821,Foods,253.7356,OUT010,1998,Unknown,Tier 3,Grocery Store,508.6712
NCR50,20.2,Non-Edible,0.011820087,Non-Consumable,151.634,OUT046,1997,Small,Tier 1,Supermarket Type1,1990.7420000000002
FDL24,10.3,Regular,0.024891881,Foods,170.9422,OUT035,2004,Small,Tier 2,Supermarket Type1,3103.9596
FDU38,10.8,Low Fat,0.138171603,Foods,191.4504,OUT010,1998,Unknown,Tier 3,Grocery Store,575.2512
DRB48,16.75,Regular,0.041599644,Drinks,40.9822,OUT010,1998,Unknown,Tier 3,Grocery Store,157.1288
FDS27,12.857645184136183,Regular,0.021812599999999998,Foods,194.71099999999998,OUT019,1985,Small,Tier 1,Grocery Store,196.41099999999997
FDR43,18.2,Low Fat,0.161740582,Foods,38.419000000000004,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.618
FDI12,9.395,Regular,0.10096683699999999,Foods,86.8856,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2548.6824
FDU08,12.857645184136183,Low Fat,0.027183141,Foods,99.7042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3868.9638
FDT56,12.857645184136183,Regular,0.115032648,Foods,58.0246,OUT027,1985,Medium,Tier 3,Supermarket Type3,2143.2102
DRD15,12.857645184136183,Low Fat,0.09944232900000001,Drinks,233.1642,OUT019,1985,Small,Tier 1,Grocery Store,697.0926
FDK26,5.46,Regular,0.032308482,Foods,185.22400000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2423.512
DRJ13,12.65,Low Fat,0.063246037,Drinks,159.2578,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2406.867
FDP44,16.5,Regular,0.079713576,Foods,101.3332,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.9979999999998
FDV40,17.35,Low Fat,0.014679558,Foods,73.6038,OUT013,1987,High,Tier 3,Supermarket Type1,739.038
FDN28,5.88,Regular,0.030247903,Foods,101.399,OUT046,1997,Small,Tier 1,Supermarket Type1,2063.98
FDY13,12.1,Low Fat,0.030297819,Foods,74.767,OUT017,2007,Unknown,Tier 2,Supermarket Type1,1454.773
NCM17,7.93,Non-Edible,0.07113587,Non-Consumable,42.7086,OUT046,1997,Small,Tier 1,Supermarket Type1,356.8688
DRE48,8.43,Low Fat,0.017322453999999998,Drinks,196.8768,OUT035,2004,Small,Tier 2,Supermarket Type1,3350.3056
FDA57,12.857645184136183,Low Fat,0.039451625,Foods,39.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,1358.2320000000002
NCX18,14.15,Non-Edible,0.06613202877895127,Non-Consumable,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,3731.809
DRK13,12.857645184136183,Low Fat,0.114609875,Drinks,197.0084,OUT027,1985,Medium,Tier 3,Supermarket Type3,3372.9428
FDL57,12.857645184136183,Regular,0.11744283800000001,Foods,257.7304,OUT019,1985,Small,Tier 1,Grocery Store,774.9912
FDR27,15.1,Regular,0.160852421,Foods,131.3942,OUT010,1998,Unknown,Tier 3,Grocery Store,397.4826
FDB52,17.75,Low Fat,0.03048292,Foods,257.2672,OUT049,1999,Medium,Tier 1,Supermarket Type1,3068.0064
FDQ10,12.85,Low Fat,0.033314389,Foods,171.6422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3276.4018
FDY60,10.5,Regular,0.044139551,Foods,143.9128,OUT010,1998,Unknown,Tier 3,Grocery Store,143.8128
FDH33,12.857645184136183,Low Fat,0.06613202877895127,Foods,44.1428,OUT027,1985,Medium,Tier 3,Supermarket Type3,1362.2268
FDG56,12.857645184136183,Regular,0.071106549,Foods,60.5536,OUT027,1985,Medium,Tier 3,Supermarket Type3,2143.876
FDS07,12.35,Low Fat,0.099674817,Foods,112.2518,OUT013,1987,High,Tier 3,Supermarket Type1,1366.2216
FDZ13,7.84,Regular,0.153806271,Foods,51.335,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1198.44
FDO31,6.76,Regular,0.028958563,Foods,78.396,OUT013,1987,High,Tier 3,Supermarket Type1,1757.7120000000002
DRD49,9.895,Low Fat,0.168780385,Drinks,236.8564,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4767.128
FDW12,8.315,Regular,0.035627489,Foods,146.6444,OUT049,1999,Medium,Tier 1,Supermarket Type1,870.8664
FDP57,17.5,Low Fat,0.052657753,Foods,103.699,OUT018,2009,Medium,Tier 3,Supermarket Type2,1031.99
FDO21,11.6,Regular,0.009754895999999999,Foods,223.0404,OUT013,1987,High,Tier 3,Supermarket Type1,2025.3636
NCY18,7.285,Non-Edible,0.031151632999999998,Non-Consumable,173.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,4902.9512
NCR30,20.6,Non-Edible,0.11882768199999999,Non-Consumable,75.0696,OUT010,1998,Unknown,Tier 3,Grocery Store,149.1392
FDZ20,16.1,Low Fat,0.034501016,Foods,255.7356,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2543.356
NCK17,11.0,Non-Edible,0.038109194,Non-Consumable,40.948,OUT017,2007,Unknown,Tier 2,Supermarket Type1,479.376
FDX26,17.7,Low Fat,0.087791917,Foods,180.6292,OUT035,2004,Small,Tier 2,Supermarket Type1,3101.2964
FDR24,17.35,Regular,0.062839798,Foods,90.883,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.777
FDQ22,12.857645184136183,Low Fat,0.029595637,Foods,40.9822,OUT027,1985,Medium,Tier 3,Supermarket Type3,864.2084
FDP07,18.2,Low Fat,0.090267996,Foods,194.71099999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,4910.275
FDV04,7.825,Regular,0.150248468,Foods,155.2288,OUT049,1999,Medium,Tier 1,Supermarket Type1,1257.0304
FDL48,19.35,Regular,0.08239432099999999,Foods,48.5034,OUT049,1999,Medium,Tier 1,Supermarket Type1,243.017
FDE16,8.895,Low Fat,0.026451027999999998,Foods,210.3954,OUT018,2009,Medium,Tier 3,Supermarket Type2,5001.4896
NCK42,7.475,Non-Edible,0.01319424,Non-Consumable,217.4192,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4314.384
FDJ53,10.5,Low Fat,0.071257912,Foods,121.3098,OUT046,1997,Small,Tier 1,Supermarket Type1,843.5686
FDH58,12.3,Low Fat,0.036908933,Foods,115.9834,OUT013,1987,High,Tier 3,Supermarket Type1,2073.3012
FDD46,6.035,Low Fat,0.141475625,Foods,155.0998,OUT049,1999,Medium,Tier 1,Supermarket Type1,1230.3984
FDW58,20.75,Low Fat,0.007551665,Foods,107.1622,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.7952
NCL07,13.85,Non-Edible,0.031338557999999996,Non-Consumable,41.048,OUT046,1997,Small,Tier 1,Supermarket Type1,639.168
FDU12,15.5,Regular,0.075904695,Foods,263.9568,OUT045,2002,Unknown,Tier 2,Supermarket Type1,4745.8224
FDO52,11.6,Regular,0.07760107,Foods,171.0106,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3079.9908
FDT16,12.857645184136183,Regular,0.048426708,Foods,258.7278,OUT027,1985,Medium,Tier 3,Supermarket Type3,5466.8838
FDG12,6.635,Regular,0.00636189,Foods,121.1098,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2651.2156
FDX22,6.785,Regular,0.023021406,Foods,208.9928,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2103.928
DRG37,16.2,Low Fat,0.019378432,Drinks,156.4972,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804
FDI26,5.94,Low Fat,0.035084073,Foods,176.4344,OUT017,2007,Unknown,Tier 2,Supermarket Type1,2141.2128
FDK34,13.35,Low Fat,0.038604817,Foods,236.3564,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2145.2076
FDO25,6.3,Low Fat,0.21332355,Foods,208.52700000000002,OUT010,1998,Unknown,Tier 3,Grocery Store,419.454
FDV47,17.1,Low Fat,0.054514169,Foods,84.4566,OUT017,2007,Unknown,Tier 2,Supermarket Type1,591.8962
FDU13,8.355,Low Fat,0.187850233,Foods,146.5418,OUT049,1999,Medium,Tier 1,Supermarket Type1,2501.4106
FDN57,18.25,Low Fat,0.054455125,Foods,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,850.8924
DRG01,12.857645184136183,Low Fat,0.044660955,Drinks,74.767,OUT027,1985,Medium,Tier 3,Supermarket Type3,2679.845
FDU57,12.857645184136183,Regular,0.089120516,Foods,149.8708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3611.2992
FDF24,12.857645184136183,Regular,0.02524761,Foods,81.9934,OUT027,1985,Medium,Tier 3,Supermarket Type3,3439.5228
FDP39,12.65,Low Fat,0.069707771,Foods,51.0324,OUT018,2009,Medium,Tier 3,Supermarket Type2,727.0536
DRJ39,12.857645184136183,Low Fat,0.036150153,Drinks,219.5482,OUT027,1985,Medium,Tier 3,Supermarket Type3,5695.2532
FDN02,16.5,Low Fat,0.074245348,Foods,208.2638,OUT017,2007,Unknown,Tier 2,Supermarket Type1,4762.4674
FDS24,20.85,Regular,0.062321222,Foods,87.2514,OUT049,1999,Medium,Tier 1,Supermarket Type1,265.6542
FDW51,6.155,Regular,0.158441218,Foods,213.75599999999997,OUT010,1998,Unknown,Tier 3,Grocery Store,852.2239999999999
NCR29,7.565,Non-Edible,0.054630544,Non-Consumable,57.393,OUT035,2004,Small,Tier 2,Supermarket Type1,735.709
FDE29,8.905,Low Fat,0.143419394,Foods,61.4878,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1151.1682
NCX54,9.195,Non-Edible,0.048059871,Non-Consumable,105.8622,OUT046,1997,Small,Tier 1,Supermarket Type1,2223.1062
FDF02,16.2,Low Fat,0.103894671,Foods,101.29899999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,1857.582
NCR53,12.857645184136183,Non-Edible,0.253947823,Non-Consumable,223.8404,OUT019,1985,Small,Tier 1,Grocery Store,675.1212
FDV01,12.857645184136183,Regular,0.148737487,Foods,155.1314,OUT019,1985,Small,Tier 1,Grocery Store,155.1314
FDX46,12.3,Regular,0.058207114000000004,Foods,59.1562,OUT049,1999,Medium,Tier 1,Supermarket Type1,1185.124
DRD25,6.135,Low Fat,0.078957122,Drinks,111.986,OUT035,2004,Small,Tier 2,Supermarket Type1,1697.79
FDX57,17.25,Regular,0.06613202877895127,Foods,95.2068,OUT013,1987,High,Tier 3,Supermarket Type1,2721.7904
FDA04,11.3,Regular,0.066729996,Foods,257.2962,OUT046,1997,Small,Tier 1,Supermarket Type1,4920.9278
FDB04,12.857645184136183,Regular,0.1107011,Foods,88.6856,OUT019,1985,Small,Tier 1,Grocery Store,351.5424
NCR41,17.85,Non-Edible,0.018052019,Non-Consumable,96.6094,OUT049,1999,Medium,Tier 1,Supermarket Type1,856.8846
FDE24,14.85,Low Fat,0.15643727,Foods,142.0812,OUT010,1998,Unknown,Tier 3,Grocery Store,284.9624
NCM41,16.5,Non-Edible,0.035728302,Non-Consumable,95.212,OUT045,2002,Unknown,Tier 2,Supermarket Type1,838.908
DRG13,17.25,Low Fat,0.03717912,Drinks,162.5526,OUT035,2004,Small,Tier 2,Supermarket Type1,5920.2936
FDV34,10.695,Regular,0.019123874,Foods,73.0038,OUT010,1998,Unknown,Tier 3,Grocery Store,147.8076
FDK24,12.857645184136183,Low Fat,0.177354373,Foods,46.6744,OUT019,1985,Small,Tier 1,Grocery Store,135.8232
FDX46,12.3,Regular,0.058116758,Foods,57.5562,OUT046,1997,Small,Tier 1,Supermarket Type1,651.8182
NCB31,6.235,Non-Edible,0.118915034,Non-Consumable,264.791,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2103.928
FDR55,12.15,Regular,0.131973625,Foods,187.9872,OUT013,1987,High,Tier 3,Supermarket Type1,2458.1336
FDY28,7.47,Regular,0.06613202877895127,Foods,211.8218,OUT045,2002,Unknown,Tier 2,Supermarket Type1,6411.654
FDM16,8.155,Regular,0.033555399,Foods,74.7354,OUT046,1997,Small,Tier 1,Supermarket Type1,1655.1788
FDJ33,8.895,Regular,0.088681966,Foods,121.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,2956.152
FDF33,7.97,Low Fat,0.021623213999999998,Foods,107.6596,OUT018,2009,Medium,Tier 3,Supermarket Type2,1833.6132
DRH36,16.2,Low Fat,0.033373747999999995,Drinks,74.0696,OUT035,2004,Small,Tier 2,Supermarket Type1,894.8352
NCS53,14.5,Non-Edible,0.08991776900000001,Non-Consumable,160.3604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2852.2872
NCN53,12.857645184136183,Non-Edible,0.053148497,Non-Consumable,36.3874,OUT019,1985,Small,Tier 1,Grocery Store,105.8622
FDC38,15.7,Low Fat,0.122470805,Foods,131.7942,OUT035,2004,Small,Tier 2,Supermarket Type1,1987.4129999999998
FDD36,13.3,Low Fat,0.035607579,Foods,119.9124,OUT010,1998,Unknown,Tier 3,Grocery Store,118.5124
FDF22,6.865,Low Fat,0.056819935999999995,Foods,212.6218,OUT035,2004,Small,Tier 2,Supermarket Type1,2137.218
FDB16,8.21,Low Fat,0.044925784,Foods,86.0198,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.9564
FDR26,20.7,Low Fat,0.07169998400000001,Foods,177.6028,OUT010,1998,Unknown,Tier 3,Grocery Store,531.3084
FDO52,11.6,Regular,0.077321087,Foods,169.3106,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2224.4378
FDF16,12.857645184136183,Low Fat,0.150806666,Foods,149.0076,OUT019,1985,Small,Tier 1,Grocery Store,295.6152
FDR52,12.65,Regular,0.127283051,Foods,191.7846,OUT010,1998,Unknown,Tier 3,Grocery Store,382.1692
FDW38,12.857645184136183,Regular,0.138008431,Foods,54.8298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1348.245
FDK03,12.6,Regular,0.074035365,Foods,256.1356,OUT049,1999,Medium,Tier 1,Supermarket Type1,4578.0408
FDQ33,13.35,Low Fat,0.09172306599999999,Foods,148.8708,OUT017,2007,Unknown,Tier 2,Supermarket Type1,3761.77
DRF23,4.61,Low Fat,0.122901056,Drinks,174.4396,OUT045,2002,Unknown,Tier 2,Supermarket Type1,2616.594
FDI15,13.8,Low Fat,0.06613202877895127,Foods,263.7884,OUT049,1999,Medium,Tier 1,Supermarket Type1,3709.8376
NCL41,12.857645184136183,Non-Edible,0.073077197,Non-Consumable,34.3216,OUT019,1985,Small,Tier 1,Grocery Store,34.6216
FDW40,14.0,Regular,0.175991929,Foods,140.7812,OUT010,1998,Unknown,Tier 3,Grocery Store,142.4812
FDZ12,9.17,Low Fat,0.17236542800000001,Foods,144.847,OUT010,1998,Unknown,Tier 3,Grocery Store,572.5880000000001
FDK60,16.5,Regular,0.094246644,Foods,98.9068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224
FDX25,16.7,Low Fat,0.10203648,Foods,180.9292,OUT035,2004,Small,Tier 2,Supermarket Type1,2736.438
NCM30,12.857645184136183,Non-Edible,0.066969525,Non-Consumable,39.2796,OUT027,1985,Medium,Tier 3,Supermarket Type3,701.7532
FDK14,6.98,Low Fat,0.041071581,Foods,82.5934,OUT013,1987,High,Tier 3,Supermarket Type1,1310.2944
NCP18,12.15,Non-Edible,0.028656248,Non-Consumable,149.3708,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1203.7664
FDH26,19.25,Regular,0.034693175,Foods,140.1496,OUT035,2004,Small,Tier 2,Supermarket Type1,1552.6456
DRK23,12.857645184136183,Low Fat,0.071628097,Drinks,251.90400000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,4301.068
FDB60,9.3,Low Fat,0.028516696,Foods,194.6136,OUT035,2004,Small,Tier 2,Supermarket Type1,3110.6176
NCN17,11.0,Non-Edible,0.054939029,Non-Consumable,101.4358,OUT046,1997,Small,Tier 1,Supermarket Type1,1608.5728
FDE10,6.67,Regular,0.090130537,Foods,131.4626,OUT045,2002,Unknown,Tier 2,Supermarket Type1,1705.1138
FDR58,6.675,Low Fat,0.06613202877895127,Foods,92.9462,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.0082
FDA33,6.48,Low Fat,0.033893487,Foods,147.0076,OUT035,2004,Small,Tier 2,Supermarket Type1,3103.9596
FDN24,14.1,Low Fat,0.11390811699999999,Foods,53.3956,OUT017,2007,Unknown,Tier 2,Supermarket Type1,982.7208
DRI13,15.35,Low Fat,0.020326962,Drinks,216.7508,OUT046,1997,Small,Tier 1,Supermarket Type1,1736.4064
FDX21,7.05,Low Fat,0.08509812,Foods,108.2912,OUT049,1999,Medium,Tier 1,Supermarket Type1,2293.0152
FDQ40,11.1,Regular,0.035997543,Foods,176.9712,OUT013,1987,High,Tier 3,Supermarket Type1,3691.1952
FDX23,6.445,Low Fat,0.029686148,Foods,96.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,378.1744
FDD17,7.5,Low Fat,0.032626952,Foods,235.9906,OUT046,1997,Small,Tier 1,Supermarket Type1,6893.0274
DRH03,17.25,Low Fat,0.035057688,Drinks,91.61200000000001,OUT035,2004,Small,Tier 2,Supermarket Type1,279.63599999999997
FDG60,20.35,Low Fat,0.060699725,Foods,233.3616,OUT046,1997,Small,Tier 1,Supermarket Type1,6093.4016
